ポケモンタイプのみ強さランキング

単タイプのみでのランキング
Final Type Rankings:
907   Bug/Dark                       0.000878
908   Bug/Electric/Grass             0.000877
909   Dragon/Flying/Psychic          0.000877
910   Bug/Fairy/Ice                  0.000877
911   Bug/Ice/Poison                 0.000876
912   Electric/Normal/Rock           0.000875
913   Normal/Poison                  0.000874
914   Dark/Dragon/Ice                0.000874
915   Bug/Flying/Poison              0.000872
916   Fighting/Grass                 0.000869
917   Dragon/Flying/Normal           0.000868
918   Electric/Fire/Poison           0.000868
919   Ghost/Grass/Psychic            0.000867
920   Normal/Steel                   0.000867
921   Dragon/Flying                  0.000866
922   Fairy/Grass                    0.000866
923   Dragon/Ice/Normal              0.000866
924   Dark/Dragon/Electric           0.000865
925   Dragon/Fighting/Grass          0.000864
926   Bug/Grass/Steel                0.000863
927   Dark/Electric/Normal           0.000863
928   Normal/Rock                    0.000862
929   Bug/Dragon/Normal              0.000861
930   Bug/Flying/Normal              0.000860
931   Electric/Poison                0.000860
932   Electric/Poison/Rock           0.000859
933   Ice/Normal                     0.000858
934   Dark                           0.000858
935   Ghost/Psychic                  0.000856
936   Grass/Ice/Normal               0.000856
937   Electric/Poison/Steel          0.000855
938   Bug/Flying/Ice                 0.000855
939   Normal/Rock/Steel              0.000855
940   Bug/Poison                     0.000855
941   Bug/Normal                     0.000854
942   Bug/Flying                     0.000853
943   Dark/Dragon/Psychic            0.000852
944   Dragon/Ghost/Psychic           0.000852
945   Bug/Ghost/Grass                0.000851
946   Dragon/Psychic                 0.000850
947   Dragon/Fairy/Grass             0.000850
948   Bug/Ice/Normal                 0.000848
949   Normal                         0.000848
950   Ice/Normal/Steel               0.000848
951   Bug/Dragon/Flying              0.000847
952   Bug/Ice                        0.000844
953   Bug/Dragon                     0.000840
954   Grass/Normal/Psychic           0.000837
955   Bug/Dark/Dragon                0.000836
956   Psychic                        0.000835
957   Dragon/Flying/Grass            0.000831
958   Bug/Flying/Grass               0.000830
959   Dark/Normal/Rock               0.000830
960   Dark/Normal/Steel              0.000829
961   Dark/Ice/Normal                0.000824
962   Dark/Grass/Psychic             0.000823
963   Bug/Fairy/Grass                0.000821
964   Poison                         0.000820
965   Bug/Fighting/Grass             0.000817
966   Dragon/Normal                  0.000816
967   Dark/Normal                    0.000813
968   Dark/Grass                     0.000811
969   Dragon/Grass/Psychic           0.000810
970   Bug/Grass/Psychic              0.000809
971   Bug/Grass/Poison               0.000808
972   Bug/Grass/Ice                  0.000808
973   Grass/Normal                   0.000807
974   Grass/Psychic                  0.000807
975   Dragon                         0.000807
976   Bug/Dark/Grass                 0.000797
977   Dark/Dragon                    0.000795
978   Bug                            0.000792
979   Dark/Grass/Normal              0.000792
980   Dragon/Grass/Normal            0.000789
981   Dragon/Grass                   0.000788
982   Dark/Dragon/Grass              0.000786
983   Bug/Dragon/Grass               0.000786
984   Dark/Dragon/Normal             0.000767
985   Bug/Grass/Normal               0.000766
986   Grass                          0.000750
987   Bug/Grass                      0.000728









3タイプ複合ランキング (Balanced Attack & Defense):

Rank  Type                           Score
--------------------------------------------------
1     Flying/Ground/Steel            0.001310
2     Flying/Ground/Water            0.001300
3     Flying/Ground/Ice              0.001286
4     Fire/Ground/Ice                0.001284
5     Fairy/Fire/Ground              0.001283
6     Fire/Ground/Water              0.001277
7     Fighting/Ground/Ice            0.001276
8     Fire/Grass/Ground              0.001272
9     Fairy/Ground/Steel             0.001271
10    Electric/Ground/Ice            0.001249
11    Fairy/Ground/Water             0.001247
12    Ground/Ice/Water               0.001245
13    Fire/Flying/Ground             0.001241
14    Fairy/Ground/Ice               0.001240
15    Ghost/Ground/Ice               0.001233
16    Ground/Ice/Poison              0.001232
17    Fighting/Fire/Ground           0.001232
18    Fighting/Ground/Steel          0.001231
19    Flying/Ground/Rock             0.001230
20    Ground/Steel/Water             0.001229
21    Ground/Ice/Rock                0.001228
22    Dragon/Fire/Ground             0.001227
23    Fighting/Flying/Ground         0.001226
24    Bug/Ground/Water               0.001226
25    Electric/Flying/Ground         0.001225
26    Electric/Fairy/Ground          0.001223
27    Fighting/Flying/Steel          0.001222
28    Fairy/Flying/Ground            0.001219
29    Bug/Ground/Rock                0.001218
30    Fairy/Fighting/Ground          0.001214
31    Ground/Ice/Steel               0.001214
32    Fighting/Ground/Rock           0.001211
33    Fairy/Ground/Rock              0.001211
34    Fairy/Ghost/Ground             0.001207
35    Ground/Ice/Psychic             0.001207
36    Dragon/Ground/Ice              0.001205
37    Fairy/Fire/Water               0.001204
38    Dark/Fairy/Ground              0.001203
39    Grass/Ground/Rock              0.001201
40    Bug/Fire/Ground                0.001200
41    Ground/Poison/Water            0.001199
42    Dark/Fire/Ground               0.001198
43    Fighting/Fire/Ice              0.001198
44    Fire/Ground/Steel              0.001198
45    Bug/Ground/Ice                 0.001197
46    Fire/Ghost/Ground              0.001196
47    Fighting/Flying/Rock           0.001195
48    Electric/Fire/Ground           0.001195
49    Dragon/Ground/Steel            0.001194
50    Ghost/Ground/Steel             0.001194
51    Ground/Ice                     0.001193
52    Fairy/Steel/Water              0.001193
53    Bug/Electric/Ground            0.001193
54    Grass/Ground/Ice               0.001193
55    Dark/Flying/Ground             0.001191
56    Fighting/Ghost/Ground          0.001190
57    Fighting/Fire/Water            0.001190
58    Bug/Fairy/Ground               0.001189
59    Fairy/Ground/Poison            0.001189
60    Bug/Ground/Steel               0.001188
61    Fire/Ground/Rock               0.001185
62    Electric/Fighting/Ground       0.001181
63    Fire/Ground/Psychic            0.001181
64    Flying/Ghost/Ground            0.001180
65    Fighting/Ghost/Ice             0.001179
66    Fighting/Ice/Water             0.001179
67    Fire/Grass/Rock                0.001177
68    Fairy/Fighting/Steel           0.001177
69    Dark/Ground/Ice                0.001176
70    Dark/Ground/Poison             0.001175
71    Fighting/Ghost/Rock            0.001173
72    Ground/Rock/Steel              0.001172
73    Flying/Ground/Poison           0.001171
74    Fairy/Ground/Psychic           0.001171
75    Fighting/Ice/Rock              0.001171
76    Fighting/Psychic/Rock          0.001168
77    Fighting/Flying/Ice            0.001168
78    Fighting/Ground/Psychic        0.001168
79    Ground/Psychic/Steel           0.001168
80    Electric/Flying/Steel          0.001167
81    Fire/Ground                    0.001166
82    Fighting/Ghost/Steel           0.001165
83    Fairy/Fighting/Fire            0.001164
84    Fighting/Ground/Water          0.001163
85    Fairy/Ground/Normal            0.001163
86    Bug/Flying/Ground              0.001162
87    Electric/Fighting/Ice          0.001162
88    Fighting/Ice/Psychic           0.001162
89    Fighting/Grass/Rock            0.001162
90    Fighting/Steel/Water           0.001162
91    Fighting/Fire/Ghost            0.001161
92    Flying/Ground/Normal           0.001161
93    Ghost/Ground/Rock              0.001160
94    Electric/Fighting/Flying       0.001159
95    Flying/Rock/Steel              0.001159
96    Fairy/Ground                   0.001158
97    Flying/Ground                  0.001157
98    Fire/Ground/Normal             0.001156
99    Fighting/Fire/Psychic          0.001156
100   Electric/Flying/Water          0.001156
101   Fire/Ground/Poison             0.001156
102   Ground/Rock/Water              0.001155
103   Grass/Ground/Steel             0.001154
104   Ground/Poison/Rock             0.001153
105   Bug/Rock/Water                 0.001153
106   Fairy/Fighting/Rock            0.001153
107   Ground/Ice/Normal              0.001152
108   Electric/Ground/Steel          0.001152
109   Fire/Flying/Steel              0.001151
110   Fighting/Fire/Flying           0.001151
111   Fire/Ice/Water                 0.001151
112   Flying/Steel/Water             0.001151
113   Fire/Grass/Water               0.001150
114   Ground/Psychic/Rock            0.001150
115   Fighting/Rock/Water            0.001150
116   Dragon/Fire/Water              0.001149
117   Bug/Fighting/Rock              0.001149
118   Dragon/Ground/Rock             0.001148
119   Fairy/Grass/Ground             0.001146
120   Electric/Ground/Water          0.001146
121   Dark/Ground/Steel              0.001145
122   Flying/Ground/Psychic          0.001144
123   Ground/Poison/Steel            0.001143
124   Fairy/Rock/Water               0.001142
125   Dark/Fighting/Fire             0.001142
126   Fighting/Fire/Rock             0.001142
127   Fairy/Fighting/Water           0.001142
128   Fighting/Ground/Poison         0.001141
129   Fighting/Flying/Ghost          0.001141
130   Fairy/Flying/Steel             0.001141
131   Fighting/Flying/Water          0.001140
132   Dragon/Ground/Water            0.001140
133   Dark/Fighting/Ground           0.001139
134   Ghost/Ground/Water             0.001139
135   Grass/Rock/Water               0.001138
136   Fighting/Psychic/Steel         0.001137
137   Flying/Rock/Water              0.001136
138   Bug/Electric/Water             0.001136
139   Fairy/Ghost/Water              0.001136
140   Electric/Fairy/Water           0.001135
141   Electric/Ghost/Ground          0.001135
142   Bug/Ghost/Ground               0.001135
143   Ground/Steel                   0.001134
144   Ghost/Ground/Poison            0.001134
145   Grass/Ground/Water             0.001132
146   Fairy/Fighting/Ghost           0.001132
147   Dragon/Fairy/Ground            0.001132
148   Fairy/Ice/Water                0.001131
149   Flying/Grass/Ground            0.001129
150   Fighting/Ghost/Water           0.001129
151   Bug/Steel/Water                0.001127
152   Electric/Ground/Rock           0.001127
153   Fairy/Fire/Ghost               0.001126
154   Dark/Ground/Rock               0.001126
155   Electric/Ice/Water             0.001126
156   Dragon/Flying/Steel            0.001125
157   Bug/Ground/Poison              0.001124
158   Fire/Rock/Water                0.001124
159   Dark/Fairy/Fire                0.001123
160   Fighting/Rock/Steel            0.001123
161   Fire/Ghost/Water               0.001122
162   Dark/Fire/Water                0.001122
163   Fairy/Fire/Rock                0.001122
164   Fire/Grass/Steel               0.001122
165   Electric/Fighting/Water        0.001122
166   Ground/Poison/Psychic          0.001121
167   Bug/Ground/Psychic             0.001121
168   Fighting/Fire/Steel            0.001120
169   Electric/Fire/Water            0.001120
170   Dark/Fighting/Poison           0.001118
171   Bug/Dark/Ground                0.001117
172   Fighting/Ice/Steel             0.001117
173   Bug/Fighting/Ground            0.001116
174   Fairy/Fire/Steel               0.001115
175   Fire/Psychic/Water             0.001115
176   Dark/Electric/Ground           0.001115
177   Electric/Fighting/Ghost        0.001114
178   Fighting/Psychic/Water         0.001114
179   Fairy/Grass/Rock               0.001114
180   Ground/Rock                    0.001112
181   Dark/Fighting/Flying           0.001111
182   Ghost/Ice/Water                0.001110
183   Fighting/Fire/Grass            0.001110
184   Ghost/Ground/Normal            0.001110
185   Dark/Ground/Water              0.001110
186   Electric/Fairy/Fighting        0.001110
187   Dragon/Steel/Water             0.001109
188   Grass/Steel/Water              0.001109
189   Dark/Fairy/Water               0.001109
190   Dark/Ghost/Ground              0.001108
191   Electric/Grass/Ground          0.001108
192   Electric/Fighting/Fire         0.001108
193   Fairy/Poison/Water             0.001108
194   Ghost/Grass/Rock               0.001108
195   Dark/Flying/Steel              0.001108
196   Electric/Ground/Psychic        0.001107
197   Fire/Steel/Water               0.001107
198   Fighting/Ground/Normal         0.001107
199   Fighting/Flying/Psychic        0.001107
200   Electric/Ground/Poison         0.001107
201   Dragon/Fighting/Fire           0.001106
202   Fairy/Fighting/Ice             0.001105
203   Ground/Psychic/Water           0.001105
204   Dragon/Fairy/Steel             0.001105
205   Ice/Rock/Water                 0.001105
206   Fairy/Fighting/Flying          0.001104
207   Dragon/Fighting/Steel          0.001104
208   Electric/Flying/Rock           0.001103
209   Electric/Fighting/Psychic      0.001103
210   Dark/Fairy/Steel               0.001102
211   Fairy/Ghost/Steel              0.001102
212   Fire/Flying/Water              0.001102
213   Flying/Grass/Rock              0.001102
214   Dragon/Fairy/Water             0.001101
215   Dark/Fighting/Ice              0.001100
216   Ground/Water                   0.001100
217   Fire/Ice/Rock                  0.001099
218   Grass/Ground/Poison            0.001098
219   Fairy/Fire/Grass               0.001098
220   Fire/Grass/Ice                 0.001098
221   Dragon/Flying/Ground           0.001097
222   Fairy/Fire/Psychic             0.001097
223   Ground/Normal/Rock             0.001097
224   Ice/Poison/Water               0.001096
225   Ground/Normal/Steel            0.001096
226   Fairy/Fire/Ice                 0.001095
227   Bug/Ground/Normal              0.001095
228   Bug/Rock/Steel                 0.001095
229   Fairy/Flying/Water             0.001095
230   Fairy/Fighting/Psychic         0.001094
231   Ghost/Ice/Rock                 0.001094
232   Fairy/Rock/Steel               0.001094
233   Dark/Poison/Water              0.001093
234   Ground/Normal/Water            0.001093
235   Dark/Fighting/Rock             0.001093
236   Ghost/Steel/Water              0.001093
237   Flying/Ice/Water               0.001092
238   Dragon/Fairy/Fire              0.001092
239   Grass/Ice/Rock                 0.001092
240   Electric/Fire/Grass            0.001091
241   Fire/Ghost/Grass               0.001091
242   Fighting/Ice/Poison            0.001091
243   Bug/Fairy/Water                0.001090
244   Ghost/Grass/Ground             0.001089
245   Bug/Fire/Water                 0.001089
246   Dark/Fairy/Fighting            0.001088
247   Fairy/Psychic/Water            0.001087
248   Dragon/Electric/Ground         0.001087
249   Electric/Ground/Normal         0.001087
250   Fire/Flying/Rock               0.001086
251   Ground/Normal/Poison           0.001086
252   Ice/Steel/Water                0.001086
253   Dark/Fighting/Psychic          0.001085
254   Dragon/Rock/Water              0.001085
255   Dark/Fighting/Steel            0.001085
256   Electric/Fairy/Ghost           0.001085
257   Fairy/Ghost/Rock               0.001084
258   Fire/Ghost/Ice                 0.001084
259   Dragon/Fighting/Ground         0.001084
260   Flying/Ghost/Steel             0.001084
261   Fighting/Ground                0.001084
262   Electric/Fighting/Rock         0.001084
263   Grass/Ice/Water                0.001084
264   Fighting/Grass/Ground          0.001083
265   Ice/Psychic/Water              0.001083
266   Fighting/Ghost/Psychic         0.001082
267   Dark/Ground/Psychic            0.001082
268   Flying/Ghost/Rock              0.001081
269   Bug/Fairy/Rock                 0.001080
270   Electric/Ground                0.001080
271   Flying/Ice/Rock                0.001080
272   Ghost/Rock/Water               0.001079
273   Fire/Water                     0.001078
274   Fire/Normal/Water              0.001078
275   Dragon/Ground/Poison           0.001076
276   Fire/Ice/Psychic               0.001076
277   Dark/Flying/Rock               0.001076
278   Fighting/Rock                  0.001076
279   Fighting/Poison/Water          0.001076
280   Ice/Psychic/Rock               0.001075
281   Electric/Fairy/Fire            0.001075
282   Fighting/Poison/Rock           0.001075
283   Ground/Poison                  0.001075
284   Ghost/Ground                   0.001074
285   Bug/Dragon/Ground              0.001074
286   Fighting/Ghost/Normal          0.001074
287   Fighting/Ice                   0.001074
288   Fighting/Poison/Psychic        0.001074
289   Fairy/Flying/Rock              0.001074
290   Flying/Poison/Steel            0.001073
291   Dragon/Ice/Water               0.001073
292   Dragon/Fighting/Rock           0.001073
293   Dark/Fighting/Water            0.001072
294   Grass/Rock/Steel               0.001072
295   Dragon/Ghost/Ground            0.001071
296   Electric/Fighting/Steel        0.001070
297   Grass/Poison/Rock              0.001070
298   Dark/Fairy/Rock                0.001070
299   Fairy/Ghost/Normal             0.001069
300   Bug/Fighting/Steel             0.001068
301   Ground/Normal/Psychic          0.001068
302   Bug/Ground                     0.001067
303   Dark/Fairy/Poison              0.001067
304   Flying/Grass/Water             0.001066
305   Fairy/Grass/Water              0.001066
306   Fighting/Normal/Psychic        0.001066
307   Psychic/Rock/Water             0.001066
308   Electric/Fairy/Flying          0.001066
309   Fire/Poison/Water              0.001066
310   Fairy/Psychic/Steel            0.001066
311   Fairy/Normal/Water             0.001066
312   Fairy/Ice/Rock                 0.001066
313   Fighting/Fire/Normal           0.001065
314   Bug/Ghost/Rock                 0.001065
315   Bug/Fire/Steel                 0.001065
316   Electric/Fire/Ice              0.001065
317   Dark/Flying/Water              0.001064
318   Fighting/Grass/Ice             0.001064
319   Electric/Flying/Ice            0.001063
320   Psychic/Steel/Water            0.001063
321   Dark/Fire/Psychic              0.001063
322   Bug/Fire/Rock                  0.001063
323   Electric/Grass/Rock            0.001063
324   Dark/Fire/Grass                0.001062
325   Electric/Fairy/Ice             0.001062
326   Fighting/Fire                  0.001062
327   Dragon/Fire/Steel              0.001062
328   Bug/Psychic/Rock               0.001062
329   Fire/Grass/Psychic             0.001062
330   Fire/Psychic/Rock              0.001062
331   Fairy/Water                    0.001062
332   Bug/Fighting/Fire              0.001062
333   Grass/Poison/Water             0.001061
334   Flying/Ice/Steel               0.001061
335   Ghost/Rock/Steel               0.001061
336   Poison/Rock/Water              0.001060
337   Bug/Dragon/Steel               0.001060
338   Fighting/Ghost/Poison          0.001059
339   Bug/Fighting/Water             0.001059
340   Bug/Grass/Rock                 0.001059
341   Ghost/Ground/Psychic           0.001059
342   Dragon/Flying/Water            0.001058
343   Dragon/Fighting/Ice            0.001058
344   Fairy/Psychic/Rock             0.001057
345   Bug/Electric/Rock              0.001057
346   Fairy/Fire/Flying              0.001057
347   Fire/Ghost/Rock                0.001057
348   Fighting/Flying/Poison         0.001057
349   Fire/Grass/Poison              0.001057
350   Fighting/Flying/Normal         0.001056
351   Fairy/Fire/Normal              0.001056
352   Fire/Ice/Steel                 0.001056
353   Dragon/Fire/Grass              0.001056
354   Electric/Steel/Water           0.001056
355   Dragon/Fire/Rock               0.001056
356   Flying/Ghost/Water             0.001055
357   Electric/Ghost/Ice             0.001055
358   Electric/Fire/Flying           0.001055
359   Bug/Ice/Water                  0.001055
360   Electric/Fairy/Rock            0.001054
361   Rock/Steel/Water               0.001054
362   Dark/Electric/Fighting         0.001053
363   Bug/Electric/Fighting          0.001053
364   Electric/Ice/Rock              0.001053
365   Fire/Flying/Grass              0.001053
366   Bug/Ice/Rock                   0.001053
367   Dark/Fighting/Ghost            0.001052
368   Ghost/Ice/Steel                0.001052
369   Fighting/Grass/Steel           0.001051
370   Electric/Ghost/Water           0.001051
371   Dark/Electric/Fairy            0.001051
372   Fighting/Flying                0.001050
373   Dark/Fire/Ice                  0.001050
374   Fairy/Grass/Steel              0.001050
375   Grass/Psychic/Rock             0.001049
376   Dragon/Fire/Ice                0.001049
377   Fire/Ghost/Steel               0.001049
378   Flying/Psychic/Rock            0.001049
379   Bug/Fighting/Ice               0.001049
380   Dark/Ground                    0.001048
381   Fighting/Normal/Rock           0.001048
382   Ice/Water                      0.001047
383   Dragon/Fighting/Water          0.001047
384   Fighting/Ghost                 0.001046
385   Ghost/Grass/Water              0.001046
386   Flying/Grass/Steel             0.001045
387   Electric/Fairy/Steel           0.001045
388   Fairy/Fire                     0.001044
389   Dark/Grass/Ground              0.001044
390   Fighting/Ice/Normal            0.001043
391   Dragon/Electric/Water          0.001043
392   Fairy/Flying/Ghost             0.001043
393   Fairy/Ghost/Ice                0.001043
394   Dark/Fire/Flying               0.001043
395   Flying/Psychic/Steel           0.001043
396   Dragon/Ground/Psychic          0.001042
397   Dark/Ice/Water                 0.001042
398   Dark/Fairy/Ghost               0.001042
399   Flying/Steel                   0.001042
400   Dark/Electric/Flying           0.001042
401   Fighting/Steel                 0.001041
402   Fairy/Ice/Steel                0.001041
403   Fire/Flying/Ice                0.001041
404   Fighting/Flying/Grass          0.001041
405   Flying/Poison/Water            0.001041
406   Flying/Poison/Rock             0.001039
407   Fire/Psychic/Steel             0.001039
408   Ground/Psychic                 0.001039
409   Electric/Rock/Water            0.001038
410   Fighting/Fire/Poison           0.001038
411   Fighting/Poison/Steel          0.001038
412   Bug/Flying/Rock                0.001038
413   Ice/Rock/Steel                 0.001037
414   Grass/Ground/Psychic           0.001037
415   Fighting/Grass/Water           0.001037
416   Electric/Grass/Water           0.001037
417   Bug/Ghost/Water                0.001037
418   Ghost/Poison/Water             0.001036
419   Dark/Fire/Ghost                0.001036
420   Dragon/Fire/Ghost              0.001035
421   Dragon/Poison/Water            0.001035
422   Dark/Ghost/Steel               0.001035
423   Dark/Steel/Water               0.001035
424   Fighting/Ghost/Grass           0.001034
425   Bug/Fighting/Psychic           0.001034
426   Bug/Grass/Ground               0.001034
427   Fighting/Normal/Water          0.001034
428   Psychic/Rock/Steel             0.001033
429   Bug/Fighting/Flying            0.001032
430   Fairy/Fighting/Poison          0.001032
431   Bug/Fighting/Ghost             0.001032
432   Dragon/Ghost/Steel             0.001032
433   Poison/Psychic/Water           0.001031
434   Dark/Fairy/Flying              0.001031
435   Bug/Fairy/Fire                 0.001030
436   Dark/Fairy/Psychic             0.001030
437   Bug/Fairy/Steel                0.001029
438   Electric/Flying/Ghost          0.001029
439   Fairy/Fighting/Normal          0.001028
440   Fire/Rock/Steel                0.001028
441   Ice/Poison/Rock                0.001028
442   Dragon/Ghost/Water             0.001027
443   Dark/Fire/Rock                 0.001027
444   Flying/Normal/Steel            0.001027
445   Grass/Rock                     0.001026
446   Dragon/Fire/Psychic            0.001026
447   Fighting/Water                 0.001026
448   Poison/Steel/Water             0.001026
449   Fairy/Steel                    0.001026
450   Fairy/Fire/Poison              0.001026
451   Dragon/Fairy/Rock              0.001026
452   Electric/Ice/Psychic           0.001026
453   Bug/Poison/Water               0.001026
454   Electric/Fairy/Psychic         0.001025
455   Dark/Dragon/Ground             0.001025
456   Fire/Ice/Poison                0.001025
457   Dark/Rock/Water                0.001025
458   Grass/Ground/Normal            0.001025
459   Fighting/Psychic               0.001024
460   Dark/Ground/Normal             0.001024
461   Electric/Fighting/Grass        0.001024
462   Flying/Psychic/Water           0.001023
463   Bug/Psychic/Water              0.001023
464   Fire/Flying/Ghost              0.001023
465   Bug/Dark/Rock                  0.001022
466   Flying/Normal/Water            0.001022
467   Flying/Rock                    0.001022
468   Dark/Psychic/Steel             0.001022
469   Flying/Ghost/Ice               0.001021
470   Ghost/Normal/Water             0.001021
471   Fire/Grass/Normal              0.001021
472   Dark/Fire/Steel                0.001021
473   Fairy/Ghost                    0.001020
474   Fire/Grass                     0.001020
475   Electric/Poison/Water          0.001020
476   Dark/Flying/Poison             0.001019
477   Bug/Electric/Fairy             0.001018
478   Flying/Water                   0.001018
479   Fairy/Rock                     0.001018
480   Dark/Ghost/Water               0.001018
481   Dark/Fairy/Ice                 0.001018
482   Electric/Psychic/Water         0.001017
483   Fairy/Normal/Steel             0.001017
484   Bug/Flying/Water               0.001017
485   Dark/Ice/Poison                0.001017
486   Ghost/Normal/Steel             0.001017
487   Fairy/Ghost/Poison             0.001017
488   Dark/Electric/Water            0.001016
489   Dragon/Ground                  0.001016
490   Rock/Water                     0.001016
491   Dragon/Fighting/Ghost          0.001016
492   Fire/Ghost/Normal              0.001016
493   Dark/Ghost/Rock                0.001015
494   Dark/Poison/Psychic            0.001015
495   Steel/Water                    0.001014
496   Dark/Flying/Ice                0.001014
497   Dragon/Ghost/Rock              0.001014
498   Ground/Normal                  0.001014
499   Bug/Dark/Water                 0.001013
500   Flying/Normal/Rock             0.001013
501   Dragon/Fire/Flying             0.001012
502   Dark/Dragon/Fire               0.001012
503   Dragon/Ground/Normal           0.001012
504   Dragon/Fighting/Flying         0.001012
505   Fairy/Poison/Rock              0.001012
506   Ice/Psychic/Steel              0.001012
507   Ghost/Normal/Rock              0.001012
508   Bug/Dragon/Water               0.001011
509   Dark/Ghost/Ice                 0.001011
510   Dark/Ice/Rock                  0.001011
511   Fairy/Ghost/Grass              0.001011
512   Electric/Fire/Ghost            0.001011
513   Dragon/Ice/Rock                0.001011
514   Dragon/Electric/Fire           0.001010
515   Fire/Ice                       0.001010
516   Fairy/Normal/Rock              0.001010
517   Dark/Psychic/Rock              0.001009
518   Fairy/Fighting                 0.001009
519   Ghost/Ice/Normal               0.001009
520   Bug/Dragon/Rock                0.001008
521   Dragon/Flying/Rock             0.001008
522   Ice/Normal/Water               0.001008
523   Ghost/Ice/Poison               0.001007
524   Electric/Ice/Steel             0.001007
525   Bug/Electric/Fire              0.001007
526   Bug/Poison/Rock                0.001006
527   Fighting/Normal/Steel          0.001005
528   Ghost/Grass/Ice                0.001005
529   Bug/Fairy/Fighting             0.001005
530   Bug/Flying/Steel               0.001004
531   Dragon/Grass/Ground            0.001003
532   Dark/Electric/Fire             0.001003
533   Ice/Rock                       0.001003
534   Fighting/Grass/Psychic         0.001003
535   Bug/Rock                       0.001002
536   Electric/Fire/Psychic          0.001002
537   Dark/Grass/Rock                0.001002
538   Bug/Fire/Psychic               0.001002
539   Dragon/Ice/Steel               0.001001
540   Dragon/Rock/Steel              0.001001
541   Bug/Fire/Ice                   0.001001
542   Electric/Fighting/Normal       0.001001
543   Dark/Fire/Poison               0.001000
544   Fire/Normal/Psychic            0.000999
545   Ghost/Psychic/Rock             0.000999
546   Fairy/Ghost/Psychic            0.000999
547   Electric/Fairy/Normal          0.000999
548   Electric/Water                 0.000998
549   Ghost/Grass/Steel              0.000998
550   Fire/Flying/Psychic            0.000997
551   Fire/Ice/Normal                0.000997
552   Electric/Grass/Ice             0.000997
553   Dragon/Grass/Rock              0.000996
554   Electric/Fighting/Poison       0.000996
555   Dragon/Psychic/Rock            0.000995
556   Dragon/Grass/Steel             0.000995
557   Electric/Fighting              0.000995
558   Bug/Fairy/Ghost                0.000995
559   Electric/Ghost/Rock            0.000995
560   Flying/Grass/Ice               0.000995
561   Fairy/Ice/Psychic              0.000994
562   Grass/Ground                   0.000994
563   Dragon/Ghost/Ice               0.000994
564   Bug/Normal/Rock                0.000994
565   Dragon/Psychic/Water           0.000994
566   Dark/Ghost/Poison              0.000993
567   Fairy/Poison/Psychic           0.000993
568   Bug/Electric/Steel             0.000993
569   Dragon/Electric/Ice            0.000993
570   Bug/Fire/Ghost                 0.000993
571   Dragon/Psychic/Steel           0.000993
572   Electric/Normal/Water          0.000993
573   Electric/Flying/Poison         0.000992
574   Bug/Dark/Fire                  0.000992
575   Bug/Normal/Water               0.000991
576   Dark/Psychic/Water             0.000991
577   Dragon/Fighting/Psychic        0.000991
578   Fire/Rock                      0.000991
579   Electric/Flying/Psychic        0.000990
580   Electric/Flying/Normal         0.000990
581   Dragon/Fairy/Ghost             0.000990
582   Fairy/Fighting/Grass           0.000990
583   Dragon/Fairy/Fighting          0.000990
584   Normal/Rock/Water              0.000990
585   Dark/Ice/Psychic               0.000989
586   Fairy/Poison/Steel             0.000989
587   Ghost/Rock                     0.000989
588   Bug/Dark/Steel                 0.000988
589   Dark/Electric/Ice              0.000988
590   Dragon/Water                   0.000987
591   Fire/Ghost/Psychic             0.000987
592   Ice/Poison/Psychic             0.000987
593   Ghost/Poison/Rock              0.000987
594   Dragon/Electric/Fighting       0.000987
595   Dark/Flying/Psychic            0.000987
596   Bug/Electric/Ice               0.000987
597   Electric/Fairy                 0.000987
598   Bug/Dark/Fighting              0.000987
599   Dark/Poison/Rock               0.000986
600   Dark/Fairy                     0.000986
601   Electric/Ice                   0.000986
602   Bug/Ghost/Steel                0.000986
603   Electric/Fire/Rock             0.000985
604   Normal/Poison/Water            0.000985
605   Fairy/Flying/Ice               0.000984
606   Dragon/Fire                    0.000984
607   Electric/Fire/Steel            0.000983
608   Electric/Ghost/Steel           0.000983
609   Fairy/Flying/Psychic           0.000982
610   Bug/Dragon/Fire                0.000982
611   Grass/Normal/Rock              0.000982
612   Fire/Ghost                     0.000981
613   Flying/Ice/Psychic             0.000981
614   Poison/Psychic/Rock            0.000981
615   Poison/Water                   0.000981
616   Electric/Ice/Poison            0.000980
617   Ghost/Water                    0.000980
618   Electric/Fairy/Grass           0.000980
619   Ghost/Ice                      0.000979
620   Dark/Fighting                  0.000979
621   Electric/Psychic/Rock          0.000979
622   Fire/Normal/Rock               0.000978
623   Fairy/Normal/Psychic           0.000978
624   Electric/Flying                0.000978
625   Dark/Fighting/Grass            0.000978
626   Bug/Electric/Ghost             0.000978
627   Bug/Water                      0.000978
628   Normal/Psychic/Rock            0.000977
629   Fire/Flying/Poison             0.000977
630   Electric/Flying/Grass          0.000976
631   Ghost/Ice/Psychic              0.000976
632   Dark/Flying/Ghost              0.000976
633   Electric/Ghost/Grass           0.000976
634   Fire/Poison/Rock               0.000975
635   Bug/Dark/Fairy                 0.000975
636   Flying/Ghost/Grass             0.000975
637   Bug/Psychic/Steel              0.000975
638   Dark/Fire                      0.000973
639   Fire/Poison/Psychic            0.000973
640   Normal/Steel/Water             0.000973
641   Normal/Psychic/Water           0.000972
642   Fire/Ghost/Poison              0.000972
